#,ID,Source,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
10201,10200,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,يرجع عدم إنتقال الماء إلى داخل الخلايا الإسكلرنشيمية بالخاصية الأسموزية إلى,,B,وجود الكيوتين,غياب البروتوبلازم,وجود السليلوز,غياب اللجنين,,0
10202,10201,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,فى الخاصية الأسموزية ينتقل الماء من,,D,التركيز الأعلى للماء إلى التركيز الأقل للماء,التركيز الأقل للذائبات إلى التركيز الأعلى للذائبات,من منطقة ضغط إسموزى أقل إلى منطقة ضغط إسموزى أعلى,جميع الإجابات السابقة صحيحة,,0
10203,10202,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تنتفخ الخلية النباتية عند وضعها فى الماء حنى تنفجر,,B,صح,خطأ,,,,0
10204,10203,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تتميز بذور الفول المنكمشة ب,,D,زيادة تركيز الذائبات بالفجوة العصارية,زيادة الضغط الإسموزى بالفجوة العصارية,قلة الماء بالفجوة العصارية,جميع الإجابات السابقة صحيحة,,0
10205,10204,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,ما النتيجة المترتبة على عدم ترسيب الكيوتين على بشرة أوراق النبات؟,,D,يفقد النبات القوة والصلابة,يحمى النبات من غزو الميكروبات,يكتسب النبات دعامة فسيولوجية,تفقد خلايا النبات توترها,,0
10206,10205,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,العلاقة بين ضغط الإمتلاء والدعامة الفسيولوجية,,A,طردية,عكسية,,,,0
10207,10206,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,العظم الوحيد فى الجسم البشرى الذى لا يتمفصل مع أى عظم آخر,,A,العظم اللامى فى الجمجمة,الفك السفلى فى الجمجمة,الفك العلوى فى الجمجمة,جميع الإجابات السابقة خاطئة,,0
10208,10207,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد النتوءات التى تحملها الحلقة الشوكية التى تتصل بجسم الفقرة من الخلف,,C,1,2,3,4,,0
10209,10208,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد العظام التى تتصل بالقص,,C,24,22,20,لا توجد إجابة صحيحة,,0
10210,10209,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,العمود الفقرى,,C,دعامة تركيبية,دعامة خارجية,دعامة داخلية,جميع الإجابات السابقة صحيحة,,0
10211,10210,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,يمكن رؤية الثقب الكبير للجمجمة من خلال منظر الجمجمة,,D,الأمامى,الخلفى,الجانبى,السفلى,,0
10212,10211,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد النتوءات التى تتصل بجسم الفقرة من الجانبين,,D,1,2,3,4,,0
10213,10212,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,"عدد أنواع النتواءات فى الفقرة النموذجية
",,D,7,6,5,4,,0
10214,10213,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد أزواج الضلوع التى تتصل بالفقرة العاشرة من العمود الفقرى,,A,1,2,3,4,,0
10215,10214,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,"يتصل النتوءان المفصليان الأماميان للفقرة 22  ب
",,B,النتواءان المفصليان الأماميان للفقرة 21,النتواءان المفصليان الخلفيان للفقرة 21,النتواءان المفصليان الأماميان للفقرة 23,النتواءان المفصليان الخلفيان للفقرة 23,,0
10216,10215,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام الجمجمة فقط,,B,29,22,8,14,,0
10217,10216,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,الفقرة البارزة هى فقرة عتقية لها نتوء طويل بارز ومميز هى الفقرة رقم,,D,4,5,6,7,,0
10218,10217,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام الهيكل المحورى,,B,126,80,60,30,,0
10219,10218,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,يتشابه الجزء العلوى من عظمة القص مع الجزء السفلى فى,,D,نسبة الكالسيوم المكون لكل منهما,إتصال كلا منهما بالضلوع,درجة الصلابة,نوع النسيج المكون لكلا منهما,,0
10220,10219,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد الفقرات التى تتصل بالضلوع,,B,10,12,19,جميع الإجابات خاطئة,,0
10221,10220,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,القصبة هى العظمة الخارجية للفخذ,,B,صح,خطأ,,,,0
10222,10221,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,كم عدد عظام الفقرات التى لا تتصل بالضلوع,,C,26,12,14,جميع الإجابات خاطئة,,0
10223,10222,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تتصل الفقرة رقم 19 ب ..... عظام,,C,2,3,4,6,,0
10224,10223,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,فى الوضع التشريحى للجسم يكون الإبهام جهة,,B,الداخل,الخارج,,,,0
10225,10224,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,الضلوع العائمة تتصل بالفقرتين رقم ..... من الفقرات الظهرية للعمود الفقرى,,B,18و19,11و12,10و11,جميع الإجابات خاطئة,,0
10226,10225,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,كل مما يلى من وظائف العمود الفقرى ما عدا,,D,دعامة رئيسية للجسم,يساعد فى حركة الرأس والنصف العلوى من الجسم,حماية الحبل الشوكى,يتصل من خلاله المخ بالحبل الشوكى,,0
10227,10226,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,لدينا 3 نباتات أ و ب و ج وضع النبات ( أ ) فى محلول له نفس تركيز المادة المذابة فى خلايا النبات ووضع النبات ( ب ) فى محلول تركيز المادة المذابة به أعلى من تركيز المادة المذابة فى خلايا النبات ووضع النبات ( ج ) فى محلول تركيز المادة المذابة به أقل من تركيز المادة المذابة فى خلايا النبات فحصت خلية من كل نبات تحت المجهر أى نبات له جدار خلوى أكثر سمكا,,C,أ,ب,ج,جميعهم متساويين فى السمك,,0
10228,10227,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد نتواءات الفقرة القطنية,,D,4,5,6,7,,0
10229,10228,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,يوجد تجويف ضحل بين ..... و ..... فى الفقرة الظهرية لإستقبال الضلع,,B,النتوء المفصلى الأمامى و الخلفى,جسم الفقرة والنتوء المستعرض,النتوء المفصلى الأمامى والنتوء الشوكى,جسم الفقرة والنتوء الشوكى,,0
10230,10229,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام العمود الفقرى فى طفل حديث الولادة,,B,26 عظمة,33 عظمة,31 عظمة,لا شئ مما سبق,,0
10231,10230,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام الجمجمة والعظام الملتحمة ( العظيمات السمعية والعظم اللامى ),,B,22,29,8,14,,0
10232,10231,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,آخر زوج من الضلوع يتصل بعظمة القص يتصل من الخلف بالفقرة رقم,,B,19,17,12,لا توجد إجابة صحيحة,,0
10233,10232,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,كم عدد الفقرات التى لا تتصل بالضلوع,,C,0,20,21,22,,0
10234,10233,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,"عدد الضلوع التى لا تتصل بالفقرات
",,A,0,العشرة أزواج الأولى,الزوجان الأخيران,جميع الإجابات خاطئة,,0
10235,10234,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد الإنحناءات فى العمود الفقرى,,C,3,4,5,لا توجد انحناءات فى العمود الفقرى,,0
10236,10235,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,العظمة التى تزيح الماء بنسبة أكبر عند وضعها فى مخبار مدرج,,C,كعبرة,أحد عظام رسغ اليد,زند,كعب القدم,,0
10237,10236,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عظمة تتكون من نوعين من الأنسجة الضامة,,B,ترقوة,قص,عضد,لوح كتف,,0
10238,10237,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد الأربطة فى مفصل الركبة,,D,1,2,3,4,,0
10239,10238,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تجويف عميق عند موضع إتصال عظام الحرقفة والورك والعانة,,B,التجويف الأروح,"التجويف الحقى
","تجويف الزند
","جميع الإجابات صحيحة
",,0
10240,10239,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,توجد الغضاريف عند أطراف العظام فقط ووظيفتها حماية العظام من التآكل نتيجة إحتكاكها المستمر,,A,العبارة الأولى خطأ والثانية صحيحة,العبارة الأولى صحيحة والثانية خطأ,العبارتان صحيحتان,العبارتان خطأ,,0
10241,10240,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تتصل عظمة الحرقفة الظهرية بعظمة العانة من الناحية,,C,الظهرية الأمامية,الظهرية الخلفية,الباطنية الأمامية,الباطنية الخلفية,,0
10242,10241,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام طرف علوى,,B,60,30,27,لا توجد إجابة صحيحة,,0
10243,10242,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,أطول عظمة فى جسم الإنسان,,B,العضد,الفخذ,القصبة,لا توجد إجابة صحيحة,,0
10244,10243,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,العلاقة بين رقم الفقرات المتمفصلة وحجم الفقرات المتمفصلة,,A,طردية,عكسية,ثابتة,لا توجد علاقة,,0
10245,10244,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,من العظام القصيرة,,C,عظام السلاميات,عظام راحة اليد,رسغ اليد والعرقوب,جميع الإجابات السابقة صحيحة,,0
10246,10245,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,العظام تحتوى على نخاع شوكى,,B,صح,خطأ,,,,0
10247,10246,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,أى العظام التالية مرتبة تنازليا حسب الحجم,,C,زند كعبرة فخذ عضد,فخذ كعبرة عضد زند,فخذ عضد زند كعبرة,جميع الإجابات خاطئة,,0
10248,10247,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام اليد,,B,30,27,26,33,,0
10249,10248,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,هناك تشابه بين الأربطة والأوتار فى البنية الأساسية فكلاهما يتكون من نسيج ضام,,C,العبارة الأولى صحيحة والثانية خطأ,العبارة الأولى خاطئة والثانية صحيحة,العبارتان صحيحتان,العبارتان خطأ,,0
10250,10249,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام القدم,,C,30,27,26,7,,0
10251,10250,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,العلاقة بين رقم الفقرات الملتحمة وحجم الفقرات الملتحمة,,B,طردية,عكسية,ثابتة,لا توجد علاقة,,0
10252,10251,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,المفصل بين العجز والعصعص,,C,مفصل ليفى,"مفصل زلالى
",مفصل غضروفى,لا يوجد مفصل,,0
10253,10252,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,ترجع قدرة لاعبة الباليه على الأداء المتميز لفترات طويلة بسبب,,B,زيادة مرونة العضلات,زيادة قوة وتر أخيل,زيادة سمك الغضاريف عند المفاصل,زيادة السائل الزلالى فى المفاصل,,0
10254,10253,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,المادة التى تدخل فى تكوين الأربطة,,C,أكتين,ميوسين,كولاجين,أول إجابتين,,0
10255,10254,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عند ترسيب الكالسيوم فى منطقة غضروفية,,A,تتصلب و تتحول إلى عظام,تصبح أكثر مرونة,تتحمل الصدمات,جميع الإجابات السابقة صحيحة,,0
10256,10255,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تشبه عظمة العضد عظمة الفخذ فى تكوين ..... فى الجهة السفلية لكلا منهما,,B,مفاصل عديمة الحركة,مفاصل محدودة الحركة,مفاصل واسعة الحركة,مفاصل غضروفية,,0
10257,10256,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تتمفصل قصبة الساق فى طرفها البعيد مع,,C,عظمة الفخذ,عظام مشط القدم,عظام رسغ القدم,عظام سلاميات القدم,,0
10258,10257,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,النسيج الضام الهيكلى يشمل العظام والغضاريف وهو نسيج ذو مادة بين خلوية صلبة يترسب فيها الكالسيوم فى حالة العظام,,C,العبارة الأولى خطأ والثانية صحيحة,العبارة الأولى صحيحة والثانية خطأ,العبارتان صحيحتان,العبارتان خطأ,,0
10259,10258,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,الفقرة التى لا يوجد بها جسم فقرة,,A,الفقرة العنقية الأولى وتسمى أطلس,الفقرة العنقية التانية,الفقرة العنقية الثالثة,جميع الإجابات السابقة خاطئة,,0
10260,10259,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,لا تحتوى الغضاريف على أوعية دموية حتى لا تتمزق لأنها معرضة للإحتكاك بإستمرار,,C,العبارة الأولى صحيحة والثانية خطأ,العبارة الأولى خطأ والثانية صحيحة,العبارتان صحيحتان,العبارتان خطأ,,0
10261,10260,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عند رفع كعب القدم,,B,تنبسط العضلة التوأمية,تنقبض عضلة بطن الساق,يتمزق وتر أخيل,آخر إجابتين,,0
10262,10261,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عظام الفخذ والعضد والساعد,,B,عظام مسطحة,عظام طويلة,عظام قصيرة,لا توجد إجابة صحيحة,,0
10263,10262,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تسمح بزيادة طولها قليلا بسبب وجود درجة من المرونة,,B,الأوتار,الأربطة,كلاهما,لا توجد إجابة صحيحة,,0
10264,10263,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد الفقرات فى منطقة جذع الإنسان,,C,12,17,26,33,,0
10265,10264,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,قنوات هافرس هى الفراغات التى تمر خلالها ...... و الأوعية الدموية,,A,أعصاب,عظام,أوردة,شرايين,,0
10266,10265,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,المفصل الركبى توجد أمامه عظمة تسمى,,C,القصبة,الشظية,الرضفة,الفخذ,,0
10267,10266,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تتشابه الأوتار مع الأربطة فى كل مما يأتى ما عدا,,C,قوية ومتينة,تتكون من نسيج ضام,على درجة عالية من المرونة,تتصل بالعظام,,0
10268,10267,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تتصل عظمة الحرقفة الظهرية بعظمة الورك من الناحية,,D,الظهرية الأمامية,الظهرية الخلفية,الباطنية الأمامية,الباطنية الخلفية,,0
10269,10268,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,أثناء تصنيع خلايا الدم تتطور الخلايا ...... فى نخاع العظم إلى كرات دم حمراء وبيضاء,,D,خلايا جسدية,خلايا عظمية,خلايا جديدة,خلايا جذعية,,0
10270,10269,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,الإرتفاق العانى,,D,مفصل ليفى,موضع إلتحام نصفى عظام الحوض,مفصل غضروفى يصل بين عظمتى العانة,آخر إجابتين,,0
10271,10270,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عظمة تحصل على غذائها بطريقتين,,B,كتف,قص,ترقوة,جميع ما سبق,,0
10272,10271,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,المفصل الموجود بين الجمجمة وفقرة أطلس,,D,مفصل رزى يتحرك للأمام والخلف مثل مفصل الباب,كروى يشبه كرة داخل حق,إنزلاقى حيث تنزلق العظام فوق بعضها,إهليجى وهو أحد أنواع المفاصل الزلالية,,0
10273,10272,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,العبارة التى تنطبق على المفاصل الزلالية,,C,تسمى المفاصل المتلاصقة,تحتوى على قرص مفصلى يساعد على إمتصاص الصدمات,لديها مساحة مملؤة بالسوائل بين العظام المفصلية,لديها عظام مفصلية متماسكة بواسطة غضروف,,0
10274,10273,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,أى العبارات التالية صحيحة,,D,من العظام الطويلة العضد والزند والكعبرة والفخذ والقصبة والشظية و أمشاط وسلاميات,من العظام القصيرة رسغ اليد ورسغ القدم ومن العظام الغير منتظمة الفقرة,من العظام المسطحة الجمجمة والقص والضلوع والترقوة والعمود الفقرى وعظام الحوض وعظام الكتف,جميع الإجابات السابقة صحيحة,,0
10275,10274,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,المفصل المتواجد بين الأسنان,,A,مفصل وتدى ليفى,مفصل غضروفى,مفصل زلالى,جميع الإجابات السابقة خاطئة,,0
10276,10275,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تتشابه الأربطة و الأوتار و الغضاريف و العظام فى كونها أنسجة,,C,صلبة,مرنة,ضامة,ليفية,,0
10277,10276,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تقوم الأنسجة الرخوة داخل الفقرات و الأضلاع و عظمة القص بتصنيع,,B,عظام,كرات دم حمراء وبيضاء,أنسجة رخوة,أضلاع,,0
10278,10277,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام الطرف العلوى بالنسبة للطرف السفلى,,A,متساوى,الطرف العلوى أكبر فى العدد من الطرف السفلى,الطرف السفلى أكبر فى العدد من الطرف العلوى,جميع الإجابات السابقة خاطئة,,0
10279,10278,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد الأقراص الغضروفية فى العمود الفقرى,,A,23,32,24,33,,0
10280,10279,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,الحزام الحوضى يتصل بالطرف السفلى إتصالا متينا لوجود تجويف عميق يسمى التجويف الحقى تستقر فيه عظمة الفخذ لكى يتناسب مع دور الطرفان السفليان فى حمل الجسم,,A,العباراتان صحيحتان,العبارتان خطأ,الأولى صحيحة والثانية خطأ,الأولى خطأ والثانية صحيحة,,0
10281,10280,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عظمة تربط الهيكل المحورى بالهيكل الطرفى,,C,لوح الكتف,القص,الترقوة,عضد,,0
10282,10281,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,كل مما يلى يميز المفاصل الزلالية ما عدا,,B,السائل الزلالى يملأ الفراغ بين العظام المتمفصلة,تتكون من غشاء ليفى سميك,تحتوى على أربطة تثبت أطرافها على عظمتى المفصل,تشكل معظم مفاصل الجسم,,0
10283,10282,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,من العظام المتحركة حول عظمة أخرى فى الطرف العلوى,,C,عضد,زند,كعبرة,جميع الإجابات السابقة صحيحة,,0
10284,10283,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,نقص السائل المصلى أو الزلالى فى مفصل الركبة يؤدى إلى,,D,تآكل الغضاريف التى تكسو أطراف العظام,خشونة الركبة,قلة الغذاء الذى يصل إلى الغضاريف,جميع الإجابات السابقة صحيحة,,0
10285,10284,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,مفصل الكوع,,A,مفصل رزى يتحرك للأمام والخلف مثل مفصل الباب,إنزلاقى حيث تنزلق العظام فوق بعضها,مدارى حيث تدور العظام حول بعضها البعض,كروى يشبه كرة داخل حق,,0
10286,10285,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,الفقرة العنقية الأولى تشارك فى تكوين,,B,نوع واحد من المفاصل وهو مدارى,نوعين من المفاصل وهو أطلسى و محورى,3 أنواع من المفاصل,جميع الإجابات السابقة خطأ,,0
10287,10286,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,ترجع قدرة لاعبى الجمباز على أداء الحركات فى إتجاهات مختلفة بسبب,,C,زيادة مرونة العضلات,زيادة مرونة الأوتار,زيادة مرونة الأربطة,زيادة السائل الزلالى فى المفاصل,,0
10288,10287,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد الأربطة التى تصل الفخذ بالقصبة,,B,4,3,1,2,,0
10289,10288,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,العظمة الوحيدة المتحركة فى عظام الجمجمة هى عظمة الفك السفلى,,D,العبارة الأولى صحيحة والثانية خطأ,العبارتان خطأ,العبارة الثانية صحيحة والأولى خطأ,العبارتان صحيحتان,,0
10290,10289,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,النتوء الشوكى مشقوق فى,,B,الفقرات الصدرية,الفقرات العنقية,الفقرات القطنية,جميع الإجابات السابقة خاطئة,,0
10291,10290,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد تجاويف الهيكل الطرفى,,B,2,6,4,جميع الإجابات السابقة خاطئة,,0
10292,10291,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,مفصل الكوع محدود الحركة بسبب وجود,,A,الأربطة,الأوتار,سائل مصلى أو زلالى,أول إجابتين,,0
10293,10292,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,يتمزق الرباط الصليبى بسبب,,D,تعرض المفصل لضغط خارجى,فقد الأربطة لمرونتها,التواء فى مفصل الركبة,جميع الإجابات السابقة صحيحة,,0
10294,10293,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تتمفصل عظمة الرضفة مع,,D,الفخذ والشظية,الفخذ والقصبة,الفخذ والقصبة والشظية,الفخذ فقط,,0
10295,10294,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام الحزام الحوضى 2 بينما عدد عظام الحوض 4,,C,العبارة الأولى صحيحة والثانية خطأ,العبارة الأولى خطأ والثانية صحيحة,العبارتان صحيحتان,العبارتان خطأ,,0
10296,10295,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد الأربطة التى تصل الفخذ بالشظية,,A,1,2,3,4,,0
10297,10296,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عظمة تشارك بنتوءان كبيران لتكوين مفصل محدود الحركة,,B,العضد,الفخذ,الساعد,جميع الإجابات السابقة صحيحة,,0
10298,10297,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,مفصل الكتف,,C,مفصل رزى يتحرك للأمام والخلف مثل مفصل الباب,مدارى حيث تدور العظام حول بعضها البعض,كروى يشبه كرة داخل حق,إنزلاقى حيث تنزلق العظام فوق بعضها,,0
10299,10298,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عظمة لوح الكتف طرفها الداخلى عريض والخارجى مدبب ويوجد بطرفها الخارجى,,C,نتوء تتصل به الترقوة,تجويف تستقر فيه رأس العضد,أول إجابتين,جميع الإجابات خاطئة,,0
10300,10299,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,محيط القفص الصدرى يتكون من,,C,الفقرات الصدرية,القص,الضلوع,"الترقوة
",,0
10301,10300,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عدد عظام الحزام الصدرى والحزام الحوضى,,C,4,2,6,لا توجد إجابة صحيحة,,0
10302,10301,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,فائدة السائل الزلالى,,D,إمتصاص الصدمات,يسهل من إنزلاق الغضاريف التى تسهل حركة العظام,سهولة حركة المفصل,جميع الإجابات السابقة صحيحة,,0
10303,10302,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عظمة تشارك بنتوء واحد لتكوين مفصل محدود الحركة,,A,عضد,فخذ,الساعد,أول إجابتين,,0
10304,10303,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,مجموعة الفقرات التى تتصل بالأطراف عن طريق الحزام الحوضى,,A,1,2,3,4,,0
10305,10304,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,"عدد تجاويف الطرفان  العلويان
",,A,2,4,6,جميع الإجابات خاطئة,,0
10306,10305,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,عظمة الزند,,B,خارجية,داخلية,جميع الإجابات صحيحة,جميع الإجابات خاطئة,,0
10307,10306,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,إذا كان عدد عظام الحزام الحوضى س - 1 فإن عدد عظام الحزام الصدرى,,C,س - 1,س - 2,س + 1,س + 2,,0
10308,10307,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,تقوم ....بتكوين خلية عظمية جديدة ضرورية لعملية نمو العظام وترميمها,,B,العظام,الخلية البانية للعظم,الخلية العظمية,خلايا الجسم,,0
10309,10308,https://www.ta3lemkonline.com/2023/09/blog-post_5.html,Egypt,STEM,Biology,High,لها دور مشترك بين الجهاو الهيكلى والعضلى,,B,الأربطة,الأوتار,أول إجابتين,لا توجد إجابة صحيحة,,0
